shipment_id,rx_id,shipped_date,delivered_date,carrier,delay_flag,return_flag
204,552,2024-06-15,2024-06-18,UPS,1,0
205,1074,2024-04-03,2024-04-06,FedEx,0,0
206,147,2024-04-04,2024-04-06,FedEx,0,0
207,406,2024-09-04,2024-09-07,UPS,0,0
208,874,2024-01-22,2024-01-24,UPS,0,0
209,818,2024-01-19,2024-01-23,UPS,0,0
210,146,2024-11-11,2024-11-14,FedEx,0,0
211,834,2024-03-19,2024-03-20,UPS,0,1
212,934,2024-05-24,2024-05-25,FedEx,0,0
213,76,2024-07-31,2024-08-02,FedEx,1,0
214,159,2024-10-14,2024-10-16,UPS,1,0
215,672,2024-11-08,2024-11-12,UPS,0,0
216,862,2024-02-16,2024-02-18,UPS,1,0
217,53,2024-03-07,2024-03-11,FedEx,0,0
218,278,2024-07-05,2024-07-05,FedEx,0,0
219,916,2024-08-12,2024-08-13,UPS,0,1
220,903,2024-11-14,2024-11-14,FedEx,0,0
221,503,2024-08-12,2024-08-16,UPS,0,0
222,779,2024-09-25,2024-09-25,UPS,1,0
223,871,2024-02-23,2024-02-23,FedEx,0,0
224,515,2024-11-01,2024-11-02,FedEx,0,0
225,218,2024-06-10,2024-06-10,FedEx,0,0
226,61,2024-06-10,2024-06-12,FedEx,0,0
227,866,2024-01-23,2024-01-23,UPS,0,0
228,749,2024-11-14,2024-11-14,UPS,1,0
229,1026,2024-04-02,2024-04-03,UPS,0,0
230,356,2024-10-20,2024-10-22,FedEx,1,0
231,1192,2024-06-01,2024-06-04,UPS,0,0
232,728,2024-03-30,2024-04-02,FedEx,0,0
233,681,2024-05-30,2024-05-30,FedEx,0,1
234,453,2024-11-08,2024-11-08,FedEx,0,0
235,828,2024-09-16,2024-09-16,UPS,1,0
236,915,2024-05-01,2024-05-04,FedEx,0,0
237,407,2024-08-14,2024-08-14,FedEx,1,0
238,556,2024-10-29,2024-10-31,FedEx,1,0
239,1155,2024-04-08,2024-04-10,FedEx,0,0
240,418,2024-06-28,2024-07-02,FedEx,0,0
241,738,2024-03-18,2024-03-20,FedEx,0,0
242,658,2024-08-08,2024-08-08,FedEx,0,0
243,641,2024-02-21,2024-02-22,FedEx,0,0
244,369,2024-07-04,2024-07-04,FedEx,0,0
245,782,2024-06-13,2024-06-16,FedEx,1,0
246,242,2024-03-27,2024-03-30,FedEx,0,0
247,932,2024-06-04,2024-06-07,FedEx,0,0
248,570,2024-01-12,2024-01-13,UPS,0,0
249,113,2024-07-13,2024-07-14,UPS,0,0
250,1124,2024-09-25,2024-09-26,FedEx,0,0
251,650,2024-07-30,2024-07-31,FedEx,0,0
252,117,2024-06-26,2024-06-27,FedEx,0,0
253,187,2024-11-24,2024-11-26,UPS,0,0
254,121,2024-02-09,2024-02-11,UPS,0,0
255,62,2024-07-16,2024-07-17,UPS,0,0
256,943,2024-01-24,2024-01-27,FedEx,0,0
257,261,2024-10-30,2024-11-02,FedEx,0,0
258,104,2024-07-18,2024-07-18,FedEx,0,0
259,1010,2024-03-16,2024-03-18,FedEx,0,0
260,999,2024-01-27,2024-01-28,UPS,0,0
261,144,2024-04-17,2024-04-19,FedEx,0,0
262,795,2024-06-08,2024-06-12,UPS,0,0
263,96,2024-12-09,2024-12-12,UPS,0,0
264,420,2024-06-06,2024-06-06,FedEx,0,0
265,281,2024-11-03,2024-11-07,UPS,0,1
266,325,2024-08-28,2024-08-29,UPS,0,0
267,1108,2024-09-06,2024-09-09,UPS,1,0
268,1070,2024-09-14,2024-09-15,UPS,0,0
269,1175,2024-07-10,2024-07-12,FedEx,0,0
270,436,2024-05-01,2024-05-04,FedEx,0,0
271,1132,2024-11-21,2024-11-24,UPS,0,0
272,731,2024-08-09,2024-08-11,FedEx,0,0
273,524,2024-08-02,2024-08-03,UPS,1,0
274,599,2024-05-10,2024-05-13,FedEx,0,0
275,107,2024-07-15,2024-07-17,FedEx,0,0
276,434,2024-07-22,2024-07-23,FedEx,0,1
277,152,2024-01-19,2024-01-21,FedEx,1,0
278,659,2024-06-29,2024-07-01,FedEx,0,0
279,569,2024-01-31,2024-02-03,UPS,0,0
280,654,2024-03-08,2024-03-12,FedEx,0,0
281,109,2024-05-09,2024-05-13,UPS,0,0
282,645,2024-02-12,2024-02-14,UPS,0,0
283,937,2024-07-08,2024-07-09,FedEx,0,0
284,443,2024-09-01,2024-09-02,UPS,0,0
285,897,2024-06-05,2024-06-08,FedEx,0,0
286,813,2024-03-09,2024-03-13,UPS,1,0
287,1092,2024-05-03,2024-05-03,UPS,0,0
288,1059,2024-05-06,2024-05-07,FedEx,0,0
289,395,2024-02-19,2024-02-19,FedEx,0,0
290,1034,2024-03-20,2024-03-23,FedEx,0,0
291,858,2024-08-25,2024-08-28,FedEx,1,0
292,35,2024-11-06,2024-11-09,UPS,1,0
293,512,2024-10-04,2024-10-08,FedEx,0,0
294,429,2024-06-17,2024-06-20,UPS,0,0
295,446,2024-11-05,2024-11-08,UPS,0,0
296,137,2024-05-17,2024-05-19,UPS,0,0
297,630,2024-06-17,2024-06-20,UPS,0,0
298,711,2024-12-01,2024-12-04,UPS,1,0
299,910,2024-09-19,2024-09-21,UPS,1,0
300,1075,2024-06-15,2024-06-17,FedEx,0,0
301,969,2024-11-08,2024-11-12,UPS,0,0
302,404,2024-10-12,2024-10-13,UPS,0,1
303,1002,2024-04-20,2024-04-23,UPS,0,0
304,200,2024-02-11,2024-02-12,FedEx,0,0
305,835,2024-01-23,2024-01-24,FedEx,0,0
306,921,2024-02-26,2024-02-28,UPS,0,0
307,585,2024-01-29,2024-01-29,FedEx,0,0
308,1063,2024-01-21,2024-01-21,UPS,1,0
309,365,2024-09-26,2024-09-28,FedEx,1,0
310,582,2024-03-10,2024-03-13,UPS,0,0
311,854,2024-09-13,2024-09-16,FedEx,0,0
312,1062,2024-08-11,2024-08-12,FedEx,0,0
313,1188,2024-05-31,2024-06-03,FedEx,0,0
314,1053,2024-02-16,2024-02-19,UPS,0,0
315,542,2024-06-22,2024-06-22,UPS,1,0
316,736,2024-01-09,2024-01-11,UPS,0,0
317,845,2024-11-12,2024-11-13,FedEx,0,0
318,595,2024-03-05,2024-03-07,FedEx,0,0
319,1180,2024-07-27,2024-07-28,UPS,0,0
320,127,2024-08-23,2024-08-25,FedEx,0,0
321,25,2024-09-13,2024-09-17,UPS,0,1
322,710,2024-09-20,2024-09-24,UPS,0,0
323,360,2024-10-02,2024-10-05,UPS,0,0
324,78,2024-01-19,2024-01-22,UPS,0,0
325,1029,2024-01-25,2024-01-28,FedEx,0,0
326,93,2024-08-15,2024-08-18,FedEx,1,0
327,287,2024-03-13,2024-03-16,FedEx,1,1
328,696,2024-03-27,2024-03-28,UPS,0,0
329,279,2024-10-25,2024-10-28,FedEx,0,0
330,1022,2024-04-28,2024-04-29,UPS,0,0
331,318,2024-05-12,2024-05-15,UPS,0,0
332,663,2024-10-22,2024-10-22,UPS,0,0
333,178,2024-01-22,2024-01-23,UPS,0,0
334,163,2024-03-23,2024-03-25,UPS,0,0
335,392,2024-10-24,2024-10-27,UPS,0,0
336,353,2024-06-18,2024-06-22,FedEx,1,0
337,403,2024-01-22,2024-01-26,FedEx,1,0
338,676,2024-06-16,2024-06-18,FedEx,0,0
339,457,2024-07-23,2024-07-25,FedEx,0,0
340,65,2024-08-27,2024-08-28,UPS,1,0
341,341,2024-01-20,2024-01-20,UPS,1,0
342,522,2024-10-21,2024-10-24,FedEx,0,0
343,761,2024-04-30,2024-05-01,FedEx,0,0
344,1158,2024-08-10,2024-08-10,FedEx,0,0
345,377,2024-07-27,2024-07-30,FedEx,0,0
346,962,2024-02-18,2024-02-19,FedEx,0,0
347,590,2024-06-07,2024-06-11,FedEx,0,0
348,1157,2024-02-08,2024-02-10,FedEx,0,0
349,27,2024-04-12,2024-04-15,FedEx,0,0
350,639,2024-07-19,2024-07-20,UPS,0,0
351,1194,2024-06-24,2024-06-24,UPS,0,0
352,239,2024-05-09,2024-05-10,UPS,1,0
353,660,2024-09-25,2024-09-28,UPS,0,0
354,1193,2024-11-19,2024-11-21,FedEx,0,0
355,756,2024-12-13,2024-12-13,UPS,0,0
356,156,2024-10-21,2024-10-24,FedEx,0,0
357,58,2024-07-07,2024-07-10,UPS,0,0
358,1128,2024-09-14,2024-09-17,FedEx,1,0
359,478,2024-05-19,2024-05-21,FedEx,0,0
360,988,2024-04-08,2024-04-10,UPS,0,0
361,160,2024-10-11,2024-10-13,UPS,0,0
362,534,2024-01-30,2024-02-03,FedEx,0,0
363,620,2024-08-31,2024-09-02,FedEx,1,0
364,313,2024-09-26,2024-09-27,FedEx,0,0
365,713,2024-07-07,2024-07-08,UPS,1,0
366,683,2024-06-05,2024-06-07,UPS,0,0
367,204,2024-10-24,2024-10-24,FedEx,0,0
368,1196,2024-02-06,2024-02-08,UPS,1,0
369,389,2024-10-27,2024-10-28,FedEx,0,0
370,79,2024-10-27,2024-10-28,UPS,1,0
371,766,2024-01-28,2024-01-29,UPS,1,0
372,837,2024-09-11,2024-09-14,UPS,0,0
373,760,2024-05-22,2024-05-23,UPS,0,0
374,561,2024-06-22,2024-06-26,UPS,0,0
375,3,2024-04-02,2024-04-04,FedEx,0,0
376,882,2024-10-27,2024-10-27,FedEx,0,0
377,1090,2024-08-25,2024-08-26,UPS,0,0
378,379,2024-11-13,2024-11-14,FedEx,1,0
379,688,2024-04-23,2024-04-25,FedEx,1,0
380,950,2024-05-09,2024-05-12,UPS,0,0
381,814,2024-05-04,2024-05-08,FedEx,0,0
382,509,2024-11-04,2024-11-05,UPS,0,0
383,366,2024-05-25,2024-05-26,FedEx,0,0
384,1098,2024-09-18,2024-09-20,FedEx,0,0
385,628,2024-02-15,2024-02-18,FedEx,1,0
386,757,2024-11-16,2024-11-19,FedEx,1,0
387,1171,2024-02-29,2024-03-02,FedEx,0,1
388,899,2024-05-21,2024-05-24,FedEx,0,0
389,883,2024-09-29,2024-10-01,FedEx,0,0
390,370,2024-01-10,2024-01-10,UPS,1,0
391,677,2024-05-11,2024-05-12,UPS,0,0
392,592,2024-09-12,2024-09-15,UPS,0,0
393,624,2024-02-01,2024-02-03,UPS,1,0
394,143,2024-08-26,2024-08-28,FedEx,0,0
395,487,2024-11-20,2024-11-21,FedEx,0,0
396,88,2024-07-13,2024-07-14,FedEx,0,0
397,1104,2024-06-13,2024-06-17,UPS,1,0
398,417,2024-07-15,2024-07-18,UPS,0,0
399,831,2024-06-11,2024-06-11,UPS,0,0
400,540,2024-06-02,2024-06-06,FedEx,0,0
401,695,2024-06-03,2024-06-06,UPS,0,0
402,1044,2024-05-13,2024-05-17,FedEx,1,0
403,928,2024-05-06,2024-05-10,UPS,0,0
404,1173,2024-11-04,2024-11-07,FedEx,0,0
405,155,2024-11-18,2024-11-20,UPS,0,0
406,1150,2024-06-28,2024-06-30,FedEx,0,0
407,977,2024-03-29,2024-03-30,UPS,1,0
408,409,2024-11-02,2024-11-03,UPS,0,0
409,216,2024-04-05,2024-04-06,FedEx,0,0
410,1089,2024-07-01,2024-07-04,FedEx,0,0
411,1,2024-10-10,2024-10-11,UPS,0,0
412,253,2024-09-20,2024-09-23,FedEx,0,0
413,946,2024-07-12,2024-07-16,UPS,0,0
414,892,2024-12-11,2024-12-14,FedEx,0,1
415,1099,2024-09-14,2024-09-18,UPS,0,0
416,191,2024-03-08,2024-03-10,FedEx,0,0
417,441,2024-05-18,2024-05-18,UPS,0,0
418,468,2024-06-16,2024-06-19,UPS,1,0
419,355,2024-11-05,2024-11-05,UPS,0,0
420,573,2024-05-09,2024-05-12,FedEx,0,1
421,182,2024-10-14,2024-10-16,UPS,0,0
422,786,2024-05-13,2024-05-16,FedEx,0,0
423,865,2024-07-26,2024-07-29,FedEx,0,0
424,272,2024-03-05,2024-03-09,FedEx,0,0
425,995,2024-01-14,2024-01-14,UPS,0,0
426,800,2024-04-10,2024-04-13,FedEx,0,0
427,911,2024-01-12,2024-01-13,FedEx,0,0
428,1038,2024-11-14,2024-11-16,FedEx,0,1
429,698,2024-10-26,2024-10-30,UPS,0,0
430,1080,2024-08-10,2024-08-12,FedEx,0,0
431,181,2024-07-29,2024-07-31,FedEx,1,0
432,1023,2024-01-18,2024-01-21,FedEx,0,0
433,461,2024-06-28,2024-07-01,FedEx,0,0
434,451,2024-05-28,2024-06-01,UPS,1,0
435,526,2024-10-07,2024-10-09,UPS,1,0
436,39,2024-07-16,2024-07-17,FedEx,0,0
437,208,2024-07-04,2024-07-06,FedEx,0,0
438,810,2024-05-06,2024-05-10,FedEx,0,0
439,848,2024-05-06,2024-05-08,FedEx,0,0
440,622,2024-07-09,2024-07-10,UPS,1,0
441,455,2024-04-11,2024-04-12,UPS,0,0
442,42,2024-02-13,2024-02-13,UPS,0,0
443,724,2024-09-03,2024-09-05,UPS,0,0
444,891,2024-01-21,2024-01-25,FedEx,0,0
445,380,2024-05-11,2024-05-15,FedEx,0,0
446,186,2024-06-27,2024-06-27,UPS,1,0
447,1037,2024-03-22,2024-03-26,UPS,1,0
448,980,2024-02-04,2024-02-06,FedEx,1,0
449,84,2024-05-04,2024-05-05,FedEx,0,0
450,1161,2024-06-24,2024-06-27,FedEx,0,0
451,99,2024-10-07,2024-10-09,FedEx,0,0
452,776,2024-11-13,2024-11-16,FedEx,0,0
453,799,2024-09-22,2024-09-24,UPS,0,0
454,1050,2024-08-20,2024-08-22,UPS,0,0
455,256,2024-08-10,2024-08-14,FedEx,0,0
456,31,2024-10-13,2024-10-13,FedEx,1,0
457,922,2024-10-21,2024-10-24,UPS,0,0
458,501,2024-11-12,2024-11-12,FedEx,0,1
459,759,2024-02-02,2024-02-06,UPS,0,0
460,746,2024-02-08,2024-02-09,UPS,0,0
461,400,2024-06-17,2024-06-19,UPS,0,0
462,1121,2024-09-28,2024-10-02,UPS,0,0
463,122,2024-02-14,2024-02-15,FedEx,0,0
464,673,2024-11-11,2024-11-13,FedEx,0,0
465,115,2024-10-23,2024-10-23,UPS,0,0
466,1102,2024-04-29,2024-05-01,FedEx,0,0
467,439,2024-05-27,2024-05-30,FedEx,0,0
468,52,2024-03-02,2024-03-02,FedEx,0,0
469,10,2024-05-16,2024-05-19,FedEx,0,0
470,571,2024-10-08,2024-10-10,UPS,0,0
471,632,2024-02-13,2024-02-14,FedEx,0,0
472,783,2024-10-24,2024-10-26,UPS,0,0
473,1135,2024-07-14,2024-07-17,UPS,0,0
474,373,2024-10-20,2024-10-24,FedEx,1,0
475,171,2024-07-07,2024-07-10,UPS,1,0
476,91,2024-03-28,2024-03-31,FedEx,0,1
477,717,2024-11-20,2024-11-22,FedEx,0,0
478,584,2024-06-03,2024-06-05,UPS,0,0
479,608,2024-03-20,2024-03-22,FedEx,0,0
480,750,2024-10-31,2024-10-31,UPS,1,0
481,488,2024-04-10,2024-04-11,UPS,0,0
482,940,2024-10-20,2024-10-22,FedEx,0,0
483,473,2024-04-25,2024-04-27,FedEx,0,0
484,477,2024-11-30,2024-12-01,FedEx,0,0
485,1198,2024-03-21,2024-03-25,UPS,0,0
486,309,2024-04-30,2024-04-30,FedEx,1,0
487,290,2024-09-13,2024-09-15,UPS,0,0
488,336,2024-12-04,2024-12-07,UPS,0,0
489,393,2024-01-09,2024-01-11,FedEx,0,1
490,1087,2024-07-18,2024-07-21,FedEx,0,0
491,243,2024-08-21,2024-08-22,FedEx,0,0
492,982,2024-10-09,2024-10-11,UPS,0,0
493,872,2024-02-07,2024-02-10,FedEx,0,0
494,237,2024-11-13,2024-11-14,UPS,0,0
495,402,2024-07-31,2024-07-31,FedEx,0,0
496,334,2024-01-11,2024-01-12,FedEx,0,0
497,1032,2024-05-14,2024-05-16,UPS,0,0
498,985,2024-08-11,2024-08-13,UPS,0,0
499,312,2024-12-08,2024-12-10,FedEx,0,0
500,1076,2024-07-21,2024-07-25,FedEx,1,0
501,875,2024-09-06,2024-09-09,FedEx,1,0
502,640,2024-10-03,2024-10-04,FedEx,0,0
503,169,2024-04-02,2024-04-02,FedEx,0,0
504,706,2024-05-01,2024-05-01,UPS,0,0
505,1176,2024-04-25,2024-04-28,UPS,0,0
506,175,2024-02-02,2024-02-04,UPS,1,0
507,833,2024-11-11,2024-11-13,UPS,0,0
508,596,2024-05-02,2024-05-06,FedEx,0,0
509,533,2024-02-23,2024-02-25,UPS,0,0
510,333,2024-12-05,2024-12-06,UPS,1,0
511,1091,2024-07-12,2024-07-16,UPS,0,0
512,228,2024-06-17,2024-06-21,FedEx,0,0
513,963,2024-10-09,2024-10-12,UPS,0,0
514,450,2024-10-26,2024-10-28,FedEx,0,0
515,1144,2024-10-15,2024-10-15,UPS,0,0
516,494,2024-04-30,2024-05-03,FedEx,0,0
517,1137,2024-03-14,2024-03-15,UPS,0,0
518,625,2024-03-17,2024-03-19,FedEx,1,0
519,545,2024-03-21,2024-03-24,UPS,0,0
520,493,2024-10-08,2024-10-11,FedEx,0,0
521,646,2024-06-11,2024-06-13,FedEx,1,0
